순번,일자,펀드코드,펀드명,운용역,KOSPI지수,KOSDAQ지수,KOSPI200지수,기준가격,증감,과표기준가,증감,해외비과세과표기준가,증감,비거주자과표기준가,수정기준가,순자산,수탁사,설정일,설정좌수,설정액,펀드유형,과표구분,신탁구분,사무수탁사,주식비율,채권비율,주식순비율,채권순비율,지수선물순비율,국고채3년금리,국고채5년금리,통안채2년금리,CD91,전일대비수익률,주간수익률(%),1개월수익률(%),3개월수익률(%),12개월수익률(%),BM기준가,전일대비BM수익률(%)
654,2023-05-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,475.42",822.43,323.61,"1,131.07",0.02,"1,005.32",0.02,0.00,0.00,0.00,"1,213.77","91,838,767,458",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,80.51,0.00,81.36,0.00,0.00,3.23,3.20,3.32,3.61,0.00,-0.44,-2.84,10.30,16.80,764.76,0.00
655,2023-05-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,475.42",822.43,323.61,"1,131.09",0.02,"1,005.34",0.02,0.00,0.00,0.00,"1,213.79","91,840,392,569",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,80.51,0.00,81.35,0.00,0.00,3.23,3.20,3.32,3.61,0.00,-0.44,-3.40,10.23,16.80,764.76,0.00
656,2023-05-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,479.35",814.53,324.46,"1,127.80",-3.29,"1,005.36",0.02,0.00,0.00,0.00,"1,210.26","91,573,024,465",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,80.31,0.00,81.59,0.00,0.00,3.28,3.26,3.36,3.62,-0.29,-0.64,-3.68,11.67,16.46,765.97,0.16
657,2023-05-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,480.24",816.75,325.31,"1,133.99",6.19,"1,005.38",0.02,0.00,0.00,0.00,"1,216.91","92,076,258,559",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,81.26,0.00,82.17,0.00,0.00,3.24,3.22,3.33,3.62,0.55,0.88,-3.15,10.64,15.52,766.25,0.04
658,2023-05-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,494.66",834.19,326.61,"1,139.93",5.94,"1,005.40",0.02,0.00,0.00,0.00,"1,223.28","92,557,915,434",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,81.80,0.00,82.43,0.00,0.00,3.27,3.24,3.37,3.65,0.52,1.76,-3.67,10.69,16.56,770.70,0.58
659,2023-05-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,515.40",835.89,329.84,"1,151.14",11.21,"1,005.42",0.02,0.00,0.00,0.00,"1,235.31","93,468,595,985",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,82.44,0.00,83.07,0.00,0.00,3.32,3.29,3.41,3.66,0.98,1.75,-1.88,11.78,18.58,777.11,0.83
660,2023-05-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,537.79",841.72,334.23,"1,149.39",-1.75,"1,005.44",0.02,0.00,0.00,0.00,"1,233.43","93,326,428,650",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,82.38,0.00,83.44,0.00,0.00,3.34,3.33,3.44,3.67,-0.15,1.62,-2.34,11.61,19.68,784.03,0.89
661,2023-05-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,537.79",841.72,334.23,"1,149.41",0.02,"1,005.46",0.02,0.00,0.00,0.00,"1,233.45","93,327,980,823",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,82.37,0.00,83.44,0.00,0.00,3.34,3.33,3.44,3.67,0.00,1.62,-1.06,9.77,18.44,784.03,0.00
662,2023-05-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,537.79",841.72,334.23,"1,149.43",0.02,"1,005.48",0.02,0.00,0.00,0.00,"1,233.47","93,329,532,998",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,82.37,0.00,83.44,0.00,0.00,3.34,3.33,3.44,3.67,0.00,1.62,0.25,8.08,18.44,784.03,0.00
663,2023-05-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,557.08",852.04,336.27,"1,144.06",-5.37,"1,005.50",0.02,0.00,0.00,0.00,"1,227.71","92,893,308,318",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,82.80,0.00,84.01,0.00,0.00,3.32,3.32,3.41,3.68,-0.47,1.44,-0.22,9.72,17.88,789.99,0.76
664,2023-05-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,567.55",859.16,337.09,"1,151.53",7.47,"1,005.52",0.02,0.00,0.00,0.00,"1,235.73","93,499,970,027",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,83.66,0.00,84.69,0.00,0.00,3.37,3.39,3.46,3.70,0.65,1.55,0.43,10.41,19.92,793.22,0.41
665,2023-05-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,567.45",855.46,336.49,"1,156.72",5.19,"1,005.53",0.01,0.00,0.00,0.00,"1,241.30","93,921,839,729",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.33,0.00,85.15,0.00,0.00,3.38,3.40,3.46,3.73,0.45,1.47,0.38,11.36,23.20,793.19,0.00
666,2023-05-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,554.69",847.72,335.35,"1,148.43",-8.29,"1,005.55",0.02,0.00,0.00,0.00,"1,232.40","93,248,189,781",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.81,0.00,85.76,0.00,0.00,3.48,3.50,3.55,3.75,-0.72,-0.24,0.38,10.56,21.15,789.25,-0.50
667,2023-05-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,558.81",843.23,337.11,"1,144.60",-3.83,"1,005.57",0.02,0.00,0.00,0.00,"1,228.29","92,937,527,205",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.73,0.00,85.80,0.00,0.00,3.52,3.55,3.60,3.75,-0.33,-0.42,1.27,10.19,20.64,790.52,0.16
668,2023-05-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,558.81",843.23,337.11,"1,144.62",0.02,"1,005.58",0.01,0.00,0.00,0.00,"1,228.31","92,938,825,316",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.73,0.00,85.80,0.00,0.00,3.52,3.55,3.60,3.75,0.00,-0.42,-0.32,10.85,20.93,790.52,0.00
669,2023-05-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,558.81",843.23,337.11,"1,144.63",0.01,"1,005.60",0.02,0.00,0.00,0.00,"1,228.33","92,940,123,426",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.72,0.00,85.80,0.00,0.00,3.52,3.55,3.60,3.75,0.00,-0.42,-0.60,7.98,20.93,790.52,0.00
670,2023-05-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,558.81",843.23,337.11,"1,144.65",0.02,"1,005.61",0.01,0.00,0.00,0.00,"1,228.35","92,941,421,537",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,84.72,0.00,85.80,0.00,0.00,3.52,3.55,3.60,3.75,0.00,0.05,-0.60,7.99,20.94,790.52,0.00
671,2023-05-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,585.52",851.50,341.50,"1,151.54",6.89,"1,005.63",0.02,0.00,0.00,0.00,"1,235.74","93,500,991,742",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,85.37,0.00,86.42,0.00,0.00,3.56,3.58,3.63,3.76,0.60,0.00,0.00,8.64,20.25,798.77,1.04
672,2023-05-31,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,577.12",856.94,339.12,"1,149.80",-1.74,"1,005.64",0.01,0.00,0.00,0.00,"1,233.88","93,360,080,634",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,85.51,0.00,86.22,0.00,0.00,3.46,3.45,3.54,3.76,-0.15,-0.60,-0.15,8.47,17.24,796.18,-0.32
673,2023-06-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,569.17",863.78,338.08,"1,144.81",-4.99,"1,005.66",0.02,0.00,0.00,0.00,"1,228.52","92,954,742,090",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.09,0.00,86.55,0.00,0.00,3.48,3.46,3.56,3.76,-0.43,-0.31,-0.59,8.00,16.73,793.72,-0.31
674,2023-06-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,601.36",868.06,342.67,"1,158.32",13.51,"1,005.67",0.01,0.00,0.00,0.00,"1,243.02","94,051,585,205",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.49,0.00,88.35,0.00,0.00,3.44,3.41,3.52,3.76,1.18,1.20,0.06,8.63,18.93,803.67,1.25
675,2023-06-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,601.36",868.06,342.67,"1,158.34",0.02,"1,005.69",0.02,0.00,0.00,0.00,"1,243.03","94,052,760,969",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.49,0.00,88.34,0.00,0.00,3.44,3.41,3.52,3.76,0.00,1.20,0.72,7.86,18.12,803.67,0.00
676,2023-06-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,601.36",868.06,342.67,"1,158.35",0.01,"1,005.70",0.01,0.00,0.00,0.00,"1,243.05","94,053,936,735",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.48,0.00,88.34,0.00,0.00,3.44,3.41,3.52,3.76,0.00,1.20,1.97,7.86,18.12,803.67,0.00
677,2023-06-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,615.41",870.28,343.91,"1,173.05",14.70,"1,005.72",0.02,0.00,0.00,0.00,"1,258.82","95,247,541,298",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.96,0.00,89.31,0.00,0.00,3.50,3.49,3.59,3.76,1.27,2.48,3.26,9.23,19.62,808.01,0.54
678,2023-06-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,615.41",870.28,343.91,"1,173.06",0.01,"1,005.73",0.01,0.00,0.00,0.00,"1,258.84","95,248,670,280",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,86.95,0.00,89.31,0.00,0.00,3.50,3.49,3.59,3.76,0.00,1.87,3.26,8.94,19.62,808.01,0.00
679,2023-06-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,615.60",880.72,343.22,"1,179.47",6.41,"1,005.74",0.01,0.00,0.00,0.00,"1,265.72","95,769,166,222",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,88.47,0.00,90.73,0.00,0.00,3.47,3.45,3.55,3.75,0.55,2.58,3.82,9.40,21.75,808.07,0.01
680,2023-06-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,610.85",876.13,342.75,"1,181.88",2.41,"1,005.75",0.01,0.00,0.00,0.00,"1,268.30","95,964,537,752",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,89.31,0.00,90.91,0.00,0.00,3.54,3.53,3.61,3.75,0.20,3.24,4.13,10.37,21.20,806.60,-0.18
681,2023-06-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,641.16",883.71,346.79,"1,183.74",1.86,"1,005.76",0.01,0.00,0.00,0.00,"1,270.30","96,115,496,491",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,90.75,0.00,91.76,0.00,0.00,3.51,3.50,3.57,3.75,0.16,2.19,5.30,10.70,22.19,815.96,1.16
682,2023-06-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,641.16",883.71,346.79,"1,183.75",0.01,"1,005.77",0.01,0.00,0.00,0.00,"1,270.31","96,116,325,593",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,90.75,0.00,91.76,0.00,0.00,3.51,3.50,3.57,3.75,0.00,2.19,5.67,11.76,24.37,815.96,0.00
683,2023-06-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,641.16",883.71,346.79,"1,183.76",0.01,"1,005.78",0.01,0.00,0.00,0.00,"1,270.32","96,117,154,696",한국투자증권,2021-07-29,"81,196,487,362","81,196,487,362",혼합,배당,투자신탁,국민은행,90.75,0.00,91.76,0.00,0.00,3.51,3.50,3.57,3.75,0.00,2.19,4.63,11.76,24.37,815.96,0.00
684,2023-06-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,629.35",885.76,344.57,"1,179.03",-4.73,"1,005.79",0.01,0.00,0.00,0.00,"1,265.24","95,732,548,606",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,90.67,0.00,91.97,0.00,0.00,3.49,3.50,3.57,3.75,-0.40,0.51,4.24,11.32,23.87,812.32,-0.45
685,2023-06-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,637.95",896.81,346.39,"1,178.97",-0.06,"1,005.80",0.01,0.00,0.00,0.00,"1,265.18","95,728,419,978",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.54,0.00,92.47,0.00,0.00,3.48,3.50,3.55,3.75,0.00,0.50,4.24,12.73,27.78,814.97,0.33
686,2023-06-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,619.08",871.83,344.65,"1,169.12",-9.85,"1,005.81",0.01,0.00,0.00,0.00,"1,254.60","94,928,075,651",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.94,0.00,92.41,0.00,0.00,3.55,3.57,3.61,3.75,-0.84,-0.88,3.36,16.37,27.94,809.14,-0.72
687,2023-06-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,608.54",878.04,343.19,"1,174.36",5.24,"1,005.82",0.01,0.00,0.00,0.00,"1,260.23","95,354,065,209",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.60,0.00,92.17,0.00,0.00,3.63,3.64,3.68,3.75,0.45,-0.64,4.13,13.20,31.82,805.89,-0.40
688,2023-06-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,625.79",887.95,345.17,"1,205.19",30.83,"1,005.83",0.01,0.00,0.00,0.00,"1,293.31","97,856,773,934",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.04,0.00,91.79,0.00,0.00,3.59,3.60,3.64,3.75,2.62,1.81,6.28,17.32,33.86,811.22,0.66
689,2023-06-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,625.79",887.95,345.17,"1,205.20",0.01,"1,005.84",0.01,0.00,0.00,0.00,"1,293.32","97,857,455,451",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.04,0.00,91.79,0.00,0.00,3.59,3.60,3.64,3.75,0.00,1.81,5.73,16.62,32.89,811.22,0.00
690,2023-06-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,625.79",887.95,345.17,"1,205.20",0.00,"1,005.85",0.01,0.00,0.00,0.00,"1,293.33","97,858,136,968",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,91.04,0.00,91.79,0.00,0.00,3.59,3.60,3.64,3.75,0.00,1.81,4.70,16.62,32.89,811.22,0.00
691,2023-06-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,609.50",888.61,343.13,"1,207.80",2.60,"1,005.85",0.00,0.00,0.00,0.00,"1,296.11","98,068,787,899",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,90.72,0.00,91.13,0.00,0.00,3.58,3.59,3.65,3.75,0.22,2.44,5.08,16.87,33.17,806.18,-0.62
692,2023-06-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,604.91",886.41,342.58,"1,203.24",-4.56,"1,005.86",0.01,0.00,0.00,0.00,"1,291.22","97,698,352,622",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.83,0.00,90.74,0.00,0.00,3.57,3.58,3.63,3.75,-0.38,2.06,4.68,16.29,36.01,804.76,-0.18
693,2023-06-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,582.63",875.70,339.44,"1,192.44",-10.80,"1,005.87",0.01,0.00,0.00,0.00,"1,279.64","96,822,167,028",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,87.75,0.00,89.75,0.00,0.00,3.57,3.58,3.65,3.75,-0.90,2.00,3.74,14.75,32.97,797.88,-0.86
694,2023-06-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,593.70",876.38,341.12,"1,200.51",8.07,"1,005.88",0.01,0.00,0.00,0.00,"1,288.29","97,476,693,792",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.35,0.00,89.65,0.00,0.00,3.59,3.60,3.68,3.75,0.68,2.23,4.93,14.00,38.04,801.30,0.43
695,2023-06-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,570.10",874.84,338.45,"1,189.09",-11.42,"1,005.90",0.02,0.00,0.00,0.00,"1,276.03","96,549,535,385",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.32,0.00,89.77,0.00,0.00,3.61,3.62,3.69,3.75,-0.95,-1.34,3.26,14.12,39.05,794.01,-0.91
696,2023-06-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,570.10",874.84,338.45,"1,189.10",0.01,"1,005.91",0.01,0.00,0.00,0.00,"1,276.05","96,550,476,917",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.32,0.00,89.77,0.00,0.00,3.61,3.62,3.69,3.75,0.00,-1.34,2.80,14.35,36.64,794.01,0.00
697,2023-06-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,570.10",874.84,338.45,"1,189.11",0.01,"1,005.92",0.01,0.00,0.00,0.00,"1,276.06","96,551,418,451",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.32,0.00,89.76,0.00,0.00,3.61,3.62,3.69,3.75,0.00,-1.34,3.54,14.35,36.64,794.01,0.00
698,2023-06-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,582.20",879.50,340.38,"1,192.33",3.22,"1,005.93",0.01,0.00,0.00,0.00,"1,279.52","96,813,188,847",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.27,0.00,89.07,0.00,0.00,3.57,3.58,3.65,3.75,0.27,-1.28,4.17,14.66,37.01,797.75,0.47
699,2023-06-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,581.39",874.14,340.32,"1,210.12",17.79,"1,005.94",0.01,0.00,0.00,0.00,"1,298.60","98,257,128,813",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.37,0.00,89.11,0.00,0.00,3.54,3.57,3.64,3.75,1.49,0.57,5.72,14.39,36.57,797.50,-0.03
700,2023-06-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,564.19",866.97,338.41,"1,204.40",-5.72,"1,005.95",0.01,0.00,0.00,0.00,"1,292.47","97,792,874,080",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.25,0.00,88.83,0.00,0.00,3.56,3.57,3.65,3.75,-0.47,1.00,5.22,10.96,33.62,792.18,-0.67
701,2023-06-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,550.02",861.79,336.39,"1,211.11",6.71,"1,008.08",2.13,0.00,0.00,0.00,"1,299.67","98,338,018,786",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.23,0.00,88.69,0.00,0.00,3.58,3.59,3.67,3.75,0.56,0.88,5.81,11.73,34.96,787.81,-0.55
702,2023-06-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,564.28",868.24,337.95,"1,218.06",6.95,"1,008.09",0.01,0.00,0.00,0.00,"1,307.12","98,901,880,107",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.20,0.00,88.50,0.00,0.00,3.66,3.66,3.73,3.75,0.57,2.44,5.94,12.62,37.94,792.21,0.56
703,2023-07-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,564.28",868.24,337.95,"1,218.07",0.01,"1,008.10",0.01,0.00,0.00,0.00,"1,307.14","98,902,984,374",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.20,0.00,88.50,0.00,0.00,3.66,3.66,3.73,3.75,0.00,2.44,6.40,12.62,39.52,792.21,0.00
704,2023-07-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,564.28",868.24,337.95,"1,218.09",0.02,"1,008.12",0.02,0.00,0.00,0.00,"1,307.15","98,904,088,641",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.20,0.00,88.50,0.00,0.00,3.66,3.66,3.73,3.75,0.00,2.44,5.16,12.62,39.52,792.21,0.00
705,2023-07-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,602.47",889.29,343.08,"1,223.95",5.86,"1,008.13",0.01,0.00,0.00,0.00,"1,313.45","99,380,307,277",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.46,0.00,88.75,0.00,0.00,3.61,3.59,3.67,3.75,0.48,2.65,5.66,11.55,40.19,804.01,1.49
706,2023-07-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,593.31",890.00,341.59,"1,221.25",-2.70,"1,008.14",0.01,0.00,0.00,0.00,"1,310.55","99,161,315,747",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.47,0.00,88.78,0.00,0.00,3.62,3.60,3.68,3.74,-0.22,0.92,5.43,11.76,41.88,801.18,-0.35
707,2023-07-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,579.00",891.18,339.04,"1,221.77",0.52,"1,008.15",0.01,0.00,0.00,0.00,"1,311.11","99,203,212,405",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.41,0.00,88.51,0.00,0.00,3.62,3.61,3.69,3.74,0.04,1.44,4.15,11.66,39.11,796.76,-0.55
708,2023-07-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,556.29",870.53,336.20,"1,204.23",-17.54,"1,008.17",0.02,0.00,0.00,0.00,"1,292.28","97,778,836,839",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,88.00,0.00,88.23,0.00,0.00,3.68,3.68,3.73,3.74,-1.44,-0.57,2.66,11.42,44.54,789.74,-0.88
709,2023-07-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,526.71",867.27,331.57,"1,196.91",-7.32,"1,008.18",0.01,0.00,0.00,0.00,"1,284.43","97,184,944,770",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,87.75,0.00,88.34,0.00,0.00,3.74,3.73,3.78,3.75,-0.61,-1.74,1.48,7.99,42.79,780.61,-1.16
710,2023-07-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,526.71",867.27,331.57,"1,196.93",0.02,"1,008.19",0.01,0.00,0.00,0.00,"1,284.45","97,186,001,352",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,87.74,0.00,88.34,0.00,0.00,3.74,3.73,3.78,3.75,0.00,-1.74,1.27,7.99,41.37,780.61,0.00
711,2023-07-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,526.71",867.27,331.57,"1,196.94",0.01,"1,008.21",0.02,0.00,0.00,0.00,"1,284.46","97,187,057,936",한국투자증권,2021-07-29,"81,196,341,234","81,196,341,234",혼합,배당,투자신탁,국민은행,87.74,0.00,88.34,0.00,0.00,3.74,3.73,3.78,3.75,0.00,-1.74,1.12,7.99,41.37,780.61,0.00
712,2023-07-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,520.70",860.35,330.84,"1,196.59",-0.35,"1,008.22",0.01,0.00,0.00,0.00,"1,284.08","97,158,266,544",한국투자증권,2021-07-29,"81,196,201,377","81,196,201,377",혼합,배당,투자신탁,국민은행,87.91,0.00,89.00,0.00,0.00,3.80,3.81,3.83,3.75,-0.03,-2.24,1.08,8.25,41.33,778.75,-0.24
713,2023-07-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,562.49",878.73,337.02,"1,230.21",33.62,"1,008.23",0.01,0.00,0.00,0.00,"1,320.16","99,888,185,484",한국투자증권,2021-07-29,"81,196,201,377","81,196,201,377",혼합,배당,투자신탁,국민은행,88.31,0.00,89.28,0.00,0.00,3.70,3.72,3.75,3.75,2.81,0.73,3.92,9.40,46.89,791.66,1.66
714,2023-07-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,574.72",879.88,339.46,"1,239.96",9.75,"1,008.24",0.01,0.00,0.00,0.00,"1,330.63","100,680,307,027",한국투자증권,2021-07-29,"81,196,201,377","81,196,201,377",혼합,배당,투자신탁,국민은행,88.78,0.00,89.22,0.00,0.00,3.70,3.72,3.76,3.75,0.79,1.49,5.17,7.58,49.78,795.44,0.48
715,2023-07-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,591.23",893.07,341.13,"1,229.57",-10.39,"1,008.26",0.02,0.00,0.00,0.00,"1,319.47","99,836,018,691",한국투자증권,2021-07-29,"81,196,201,377","81,196,201,377",혼합,배당,투자신탁,국민은행,88.91,0.00,89.68,0.00,0.00,3.60,3.61,3.66,3.75,-0.84,2.10,4.29,5.63,48.72,800.54,0.64
